Proteins	Description	Gene	Contam	Decoy	exp_WT_1	exp_WT_2	exp_WT_3	exp_GFP_1	exp_GFP_2	exp_GFP_3
13582	>sp|P02810|PRPC_HUMAN Salivary acidic proline-rich phosphoprotein 1/2 OS=Homo sapiens GN=PRH1 PE=1 SV=2	PRH1	0	0	0	0	0	1	1	0
13552	>sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1	PSMD14	0	0	0	0	0	1	1	0
1054	>sp|Q53RT3|APRV1_HUMAN Retroviral-like aspartic protease 1 OS=Homo sapiens GN=ASPRV1 PE=1 SV=1	ASPRV1	0	0	0	0	0	1	0	0
17741	>sp|Q9C037|TRIM4_HUMAN E3 ubiquitin-protein ligase TRIM4 OS=Homo sapiens GN=TRIM4 PE=1 SV=2	TRIM4	0	0	0	0	0	1	0	0
13719	>sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2	PSMA3	0	0	0	0	0	1	0	1
4644	>sp|Q6ZMG9|CERS6_HUMAN Ceramide synthase 6 OS=Homo sapiens GN=CERS6 PE=1 SV=1	CERS6	0	0	0	0	0	1	0	1
17555	>sp|Q9HC21|TPC_HUMAN Mitochondrial thiamine pyrophosphate carrier OS=Homo sapiens GN=SLC25A19 PE=1 SV=1	SLC25A19	0	0	0	0	0	1	0	0
7704	>sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2	IDH2	0	0	0	0	0	1	1	0
83127	>sp|Q96P20|NLRP3_HUMAN NACHT, LRR and PYD domains-containing protein 3 OS=Homo sapiens GN=NLRP3 PE=1 SV=3	NLRP3	0	1	0	0	0	1	0	0
4087	>sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2	HCFC1	0	0	0	0	0	1	1	0
3213	>sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1	EIF3F	0	0	0	0	0	1	0	0
16395	>sp|Q8NB90|SPAT5_HUMAN Spermatogenesis-associated protein 5 OS=Homo sapiens GN=SPATA5 PE=1 SV=3	SPATA5	0	0	0	0	0	2	0	1
17637	>sp|P02788|TRFL_HUMAN Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6	LTF	0	0	0	0	0	1	2	0
2472	>sp|O75419|CDC45_HUMAN Cell division control protein 45 homolog OS=Homo sapiens GN=CDC45 PE=1 SV=1	CDC45	0	0	0	0	0	1	0	0
20104	>sp|O95229|ZWINT_HUMAN ZW10 interactor OS=Homo sapiens GN=ZWINT PE=1 SV=2	ZWINT	0	0	0	0	0	1	0	0
6900	>sp|Q8N6M3|FITM2_HUMAN Fat storage-inducing transmembrane protein 2 OS=Homo sapiens GN=FITM2 PE=2 SV=1	FITM2	0	0	0	0	0	2	0	0
4156	>sp|Q99714|HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3	HSD17B10	0	0	0	0	0	1	0	0
1998	>sp|P07384|CAN1_HUMAN Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1	CAPN1	0	0	0	0	0	1	0	0
13720	>sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1	PSMA4	0	0	0	0	0	1	1	1
6764	>sp|Q96KP1|EXOC2_HUMAN Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1	EXOC2	0	0	0	0	0	1	2	2
416	>sp|Q9UKA4|AKA11_HUMAN A-kinase anchor protein 11 OS=Homo sapiens GN=AKAP11 PE=1 SV=1	AKAP11	0	0	0	0	0	1	0	1
19964	>sp|Q5JPB2|ZN831_HUMAN Zinc finger protein 831 OS=Homo sapiens GN=ZNF831 PE=2 SV=4	ZNF831	0	0	0	0	0	1	0	1
13192	>sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens GN=PNN PE=1 SV=4	PNN	0	0	0	0	0	1	0	0
19059	>sp|Q9NYH9|UTP6_HUMAN U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens GN=UTP6 PE=2 SV=2	UTP6	0	0	0	0	0	1	0	0
16486	>sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1	STOML2	0	0	0	0	0	1	1	1
8823	>sp|P27986|P85A_HUMAN Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Homo sapiens GN=PIK3R1 PE=1 SV=2	PIK3R1	0	0	0	0	0	1	1	0
6524	>sp|Q5JRC9|FA47A_HUMAN Protein FAM47A OS=Homo sapiens GN=FAM47A PE=2 SV=3	FAM47A	0	0	0	0	0	1	0	0
6202	>sp|Q9H2F5|EPC1_HUMAN Enhancer of polycomb homolog 1 OS=Homo sapiens GN=EPC1 PE=1 SV=1	EPC1	0	0	0	0	0	1	0	0
5016	>sp|Q7Z3J2|CP062_HUMAN UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=1 SV=2	C16orf62	0	0	0	0	0	1	0	0
17275	>sp|Q9NZR1|TMOD2_HUMAN Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1	TMOD2	0	0	0	0	0	1	0	0
83049	>sp|P51513|NOVA1_HUMAN RNA-binding protein Nova-1 OS=Homo sapiens GN=NOVA1 PE=1 SV=1	NOVA1	0	1	0	0	0	1	0	0
1239	>sp|Q8N7S6|ARI2O_HUMAN Uncharacterized protein ARIH2OS OS=Homo sapiens GN=ARIH2OS PE=2 SV=1	ARIH2OS	0	0	0	0	0	1	0	0
106530	>tr|A0A087WTH9|A0A087WTH9_HUMAN Conserved oligomeric Golgi complex subunit 3 (Fragment) OS=Homo sapiens GN=COG3 PE=1 SV=1	COG3	0	1	0	0	0	1	0	0
10619	>sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens GN=GAA PE=1 SV=4	GAA	0	0	0	0	0	1	0	0
81038	>sp|Q14721|KCNB1_HUMAN Potassium voltage-gated channel subfamily B member 1 OS=Homo sapiens GN=KCNB1 PE=1 SV=2	KCNB1	0	1	0	0	0	1	0	0
1866	>sp|P11274|BCR_HUMAN Breakpoint cluster region protein OS=Homo sapiens GN=BCR PE=1 SV=2	BCR	0	0	0	0	0	1	0	1
70953	>Q3SZH5 TREMBL:Q3SZH5 (Bos taurus) Similar to Angiotensinogen	Unknown	1	0	0	0	0	1	0	0
18587	>sp|Q70CQ3|UBP30_HUMAN Ubiquitin carboxyl-terminal hydrolase 30 OS=Homo sapiens GN=USP30 PE=1 SV=1	USP30	0	0	0	0	0	1	0	0
17278	>sp|Q6ZXV5|TMTC3_HUMAN Transmembrane and TPR repeat-containing protein 3 OS=Homo sapiens GN=TMTC3 PE=1 SV=2	TMTC3	0	0	0	0	0	1	0	0
15302	>sp|Q9BQC6|RT63_HUMAN Ribosomal protein 63, mitochondrial OS=Homo sapiens GN=MRPL57 PE=1 SV=1	MRPL57	0	0	0	0	0	1	0	0
7260	>sp|Q03113|GNA12_HUMAN Guanine nucleotide-binding protein subunit alpha-12 OS=Homo sapiens GN=GNA12 PE=1 SV=4	GNA12	0	0	0	0	0	1	0	0
12493	>sp|Q08J23|NSUN2_HUMAN tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2 PE=1 SV=2	NSUN2	0	0	0	0	0	1	0	0
9706	>sp|Q15652|JHD2C_HUMAN Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens GN=JMJD1C PE=1 SV=2	JMJD1C	0	0	0	0	0	1	0	0
942	>sp|Q9NR80|ARHG4_HUMAN Rho guanine nucleotide exchange factor 4 OS=Homo sapiens GN=ARHGEF4 PE=1 SV=3	ARHGEF4	0	0	0	0	0	1	0	0
7768	>sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3	HUWE1	0	0	0	0	0	1	0	0
19767	>sp|Q8N0V1|ZNAS1_HUMAN Putative uncharacterized protein ZNF295-AS1 OS=Homo sapiens GN=ZNF295-AS1 PE=5 SV=2	ZNF295-AS1	0	0	0	0	0	1	0	0
28727	>tr|J3KN67|J3KN67_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1	TPM3	0	0	0	0	0	0	1	0
59686	>tr|C9J406|C9J406_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1	IMMT	0	0	0	0	0	0	1	0
71063	>Q6IFZ6 SWISS-PROT:Q6IFZ6 Tax_Id=10090 Gene_Symbol=Krt77 Keratin, type II cytoskeletal 1b	Unknown	1	0	0	0	0	0	1	0
650	>sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1	PGM3	0	0	0	0	0	0	4	3
308	>sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1	YWHAZ	0	0	0	0	0	0	3	2
5168	>sp|P35222|CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1	CTNNB1	0	0	0	0	0	0	1	0
14058	>sp|Q02383|SEMG2_HUMAN Semenogelin-2 OS=Homo sapiens GN=SEMG2 PE=1 SV=1	SEMG2	0	0	0	0	0	0	2	0
13553	>sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1	PSMD6	0	0	0	0	0	0	3	0
7995	>sp|Q68E01|INT3_HUMAN Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1	INTS3	0	0	0	0	0	0	2	1
9604	>sp|Q9UQM7|KCC2A_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Homo sapiens GN=CAMK2A PE=1 SV=2	CAMK2A	0	0	0	0	0	0	1	0
19328	>sp|Q9UIA9|XPO7_HUMAN Exportin-7 OS=Homo sapiens GN=XPO7 PE=1 SV=3	XPO7	0	0	0	0	0	0	2	2
9727	>sp|Q13555|KCC2G_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens GN=CAMK2G PE=1 SV=3	CAMK2G	0	0	0	0	0	0	2	1
12549	>sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1	PES1	0	0	0	0	0	0	2	0
4454	>sp|Q8TCG1|CIP2A_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2	KIAA1524	0	0	0	0	0	0	2	0
1107	>sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3	ARPC1B	0	0	0	0	0	0	1	1
17290	>sp|Q13395|TARB1_HUMAN Probable methyltransferase TARBP1 OS=Homo sapiens GN=TARBP1 PE=1 SV=1	TARBP1	0	0	0	0	0	0	2	2
6563	>sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	FLNC	0	0	0	0	0	0	1	2
21626	>tr|H0YCC6|H0YCC6_HUMAN Spliceosome RNA helicase DDX39B (Fragment) OS=Homo sapiens GN=DDX39B PE=1 SV=1	DDX39B	0	0	0	0	0	0	1	0
13411	>sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3	PSMA5	0	0	0	0	0	0	1	0
13869	>sp|P11216|PYGB_HUMAN Glycogen phosphorylase, brain form OS=Homo sapiens GN=PYGB PE=1 SV=5	PYGB	0	0	0	0	0	0	2	0
14167	>sp|O95470|SGPL1_HUMAN Sphingosine-1-phosphate lyase 1 OS=Homo sapiens GN=SGPL1 PE=1 SV=3	SGPL1	0	0	0	0	0	0	1	1
13820	>sp|O75832|PSD10_HUMAN 26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens GN=PSMD10 PE=1 SV=1	PSMD10	0	0	0	0	0	0	1	0
19984	>sp|Q9H900|ZWILC_HUMAN Protein zwilch homolog OS=Homo sapiens GN=ZWILCH PE=1 SV=2	ZWILCH	0	0	0	0	0	0	1	1
16141	>sp|Q9H2V7|SPNS1_HUMAN Protein spinster homolog 1 OS=Homo sapiens GN=SPNS1 PE=1 SV=1	SPNS1	0	0	0	0	0	0	1	1
12501	>sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	SERBP1	0	0	0	0	0	0	1	0
15579	>sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2	SNRNP70	0	0	0	0	0	0	2	1
15118	>sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens GN=RNPS1 PE=1 SV=1	RNPS1	0	0	0	0	0	0	1	1
11557	>sp|Q9UKX3|MYH13_HUMAN Myosin-13 OS=Homo sapiens GN=MYH13 PE=2 SV=2	MYH13	0	0	0	0	0	0	1	0
1106	>sp|Q92747|ARC1A_HUMAN Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2	ARPC1A	0	0	0	0	0	0	1	0
4575	>sp|Q96KA5|CLP1L_HUMAN Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens GN=CLPTM1L PE=1 SV=1	CLPTM1L	0	0	0	0	0	0	2	0
11554	>sp|O75592|MYCB2_HUMAN E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens GN=MYCBP2 PE=1 SV=3	MYCBP2	0	0	0	0	0	0	1	0
392	>sp|Q9Y312|AAR2_HUMAN Protein AAR2 homolog OS=Homo sapiens GN=AAR2 PE=1 SV=2	AAR2	0	0	0	0	0	0	1	0
4161	>sp|Q7Z4H3|HDDC2_HUMAN HD domain-containing protein 2 OS=Homo sapiens GN=HDDC2 PE=1 SV=1	HDDC2	0	0	0	0	0	0	1	0
2841	>sp|P41208|CETN2_HUMAN Centrin-2 OS=Homo sapiens GN=CETN2 PE=1 SV=1	CETN2	0	0	0	0	0	0	1	1
5459	>sp|Q9NXW2|DJB12_HUMAN DnaJ homolog subfamily B member 12 OS=Homo sapiens GN=DNAJB12 PE=1 SV=4	DNAJB12	0	0	0	0	0	0	1	1
5510	>sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	DYNC1I2	0	0	0	0	0	0	1	0
16330	>sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2	STAT1	0	0	0	0	0	0	1	0
949	>sp|Q8IVW6|ARI3B_HUMAN AT-rich interactive domain-containing protein 3B OS=Homo sapiens GN=ARID3B PE=1 SV=2	ARID3B	0	0	0	0	0	0	1	0
9648	>sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2	PRKAR2A	0	0	0	0	0	0	1	0
8129	>sp|Q5JSJ4|INT6L_HUMAN Integrator complex subunit 6-like OS=Homo sapiens GN=INTS6L PE=1 SV=1	INTS6L	0	0	0	0	0	0	1	0
9189	>sp|Q9NRP0|OSTC_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=1 SV=1	OSTC	0	0	0	0	0	0	1	1
5165	>sp|Q8WVB6|CTF18_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens GN=CHTF18 PE=1 SV=1	CHTF18	0	0	0	0	0	0	1	2
18102	>sp|P07477|TRY1_HUMAN Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1	PRSS1	1	0	0	0	0	0	1	1
11461	>sp|Q15742|NAB2_HUMAN NGFI-A-binding protein 2 OS=Homo sapiens GN=NAB2 PE=1 SV=1	NAB2	0	0	0	0	0	0	1	0
12706	>sp|P61758|PFD3_HUMAN Prefoldin subunit 3 OS=Homo sapiens GN=VBP1 PE=1 SV=3	VBP1	0	0	0	0	0	0	1	0
8824	>sp|Q9UP65|PA24C_HUMAN Cytosolic phospholipase A2 gamma OS=Homo sapiens GN=PLA2G4C PE=1 SV=2	PLA2G4C	0	0	0	0	0	0	2	0
4590	>sp|Q9H9A5|CNO10_HUMAN CCR4-NOT transcription complex subunit 10 OS=Homo sapiens GN=CNOT10 PE=1 SV=1	CNOT10	0	0	0	0	0	0	1	0
18013	>sp|P17152|TMM11_HUMAN Transmembrane protein 11, mitochondrial OS=Homo sapiens GN=TMEM11 PE=1 SV=1	TMEM11	0	0	0	0	0	0	1	0
3747	>sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1	FRG1	0	0	0	0	0	0	1	0
4442	>sp|Q99653|CHP1_HUMAN Calcineurin B homologous protein 1 OS=Homo sapiens GN=CHP1 PE=1 SV=3	CHP1	0	0	0	0	0	0	1	0
3559	>sp|Q9UGJ1|GCP4_HUMAN Gamma-tubulin complex component 4 OS=Homo sapiens GN=TUBGCP4 PE=1 SV=1	TUBGCP4	0	0	0	0	0	0	1	1
6071	>sp|Q14574|DSC3_HUMAN Desmocollin-3 OS=Homo sapiens GN=DSC3 PE=1 SV=3	DSC3	0	0	0	0	0	0	1	0
73743	>sp|Q6ZRK6|CCD73_HUMAN Coiled-coil domain-containing protein 73 OS=Homo sapiens GN=CCDC73 PE=2 SV=2	CCDC73	0	1	0	0	0	0	1	0
18077	>sp|Q7Z2T5|TRM1L_HUMAN TRMT1-like protein OS=Homo sapiens GN=TRMT1L PE=1 SV=2	TRMT1L	0	0	0	0	0	0	1	0
15371	>sp|Q96ER3|SAAL1_HUMAN Protein SAAL1 OS=Homo sapiens GN=SAAL1 PE=1 SV=2	SAAL1	0	0	0	0	0	0	1	0
13875	>sp|P62820|RAB1A_HUMAN Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	RAB1A	0	0	0	0	0	0	1	1
4762	>sp|P83436|COG7_HUMAN Conserved oligomeric Golgi complex subunit 7 OS=Homo sapiens GN=COG7 PE=1 SV=1	COG7	0	0	0	0	0	0	1	0
8615	>sp|P03886|NU1M_HUMAN NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens GN=MT-ND1 PE=1 SV=1	MT-ND1	0	0	0	0	0	0	1	0
72476	>sp|O14525|ASTN1_HUMAN Astrotactin-1 OS=Homo sapiens GN=ASTN1 PE=2 SV=3	ASTN1	0	1	0	0	0	0	1	0
4350	>sp|Q6IBW4|CNDH2_HUMAN Condensin-2 complex subunit H2 OS=Homo sapiens GN=NCAPH2 PE=1 SV=1	NCAPH2	0	0	0	0	0	0	1	0
11297	>sp|Q7Z3U7|MON2_HUMAN Protein MON2 homolog OS=Homo sapiens GN=MON2 PE=1 SV=3	MON2	0	0	0	0	0	0	1	2
78252	>sp|Q7Z7B0|FLIP1_HUMAN Filamin-A-interacting protein 1 OS=Homo sapiens GN=FILIP1 PE=1 SV=1	FILIP1	0	1	0	0	0	0	1	0
12472	>sp|Q9NPP4|NLRC4_HUMAN NLR family CARD domain-containing protein 4 OS=Homo sapiens GN=NLRC4 PE=1 SV=2	NLRC4	0	0	0	0	0	0	1	1
14570	>sp|A6NKT7|RGPD3_HUMAN RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens GN=RGPD3 PE=3 SV=2	RGPD3	0	0	0	0	0	0	1	1
8277	>sp|A1L0T0|ILVBL_HUMAN Acetolactate synthase-like protein OS=Homo sapiens GN=ILVBL PE=1 SV=2	ILVBL	0	0	0	0	0	0	1	0
7002	>sp|Q6PIW4|FIGL1_HUMAN Fidgetin-like protein 1 OS=Homo sapiens GN=FIGNL1 PE=1 SV=2	FIGNL1	0	0	0	0	0	0	1	1
6713	>sp|Q9UKA1|FBXL5_HUMAN F-box/LRR-repeat protein 5 OS=Homo sapiens GN=FBXL5 PE=1 SV=2	FBXL5	0	0	0	0	0	0	1	0
15659	>sp|Q9NVU7|SDA1_HUMAN Protein SDA1 homolog OS=Homo sapiens GN=SDAD1 PE=1 SV=3	SDAD1	0	0	0	0	0	0	1	1
85699	>sp|Q6ZSC3|RBM43_HUMAN RNA-binding protein 43 OS=Homo sapiens GN=RBM43 PE=2 SV=1	RBM43	0	1	0	0	0	0	1	0
7915	>sp|A0AVF1|IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1	TTC26	0	0	0	0	0	0	1	0
17235	>sp|Q9NR97|TLR8_HUMAN Toll-like receptor 8 OS=Homo sapiens GN=TLR8 PE=1 SV=1	TLR8	0	0	0	0	0	0	1	0
16862	>sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3	SARS	0	0	0	0	0	0	1	1
13667	>sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3	PRDX6	0	0	0	0	0	0	1	0
11095	>sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3	MDH2	0	0	0	0	0	0	1	0
8842	>sp|P21953|ODBB_HUMAN 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens GN=BCKDHB PE=1 SV=2	BCKDHB	0	0	0	0	0	0	2	1
9262	>sp|Q9NPF4|OSGEP_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens GN=OSGEP PE=1 SV=1	OSGEP	0	0	0	0	0	0	1	0
2302	>sp|Q8TD31|CCHCR_HUMAN Coiled-coil alpha-helical rod protein 1 OS=Homo sapiens GN=CCHCR1 PE=1 SV=2	CCHCR1	0	0	0	0	0	0	1	1
17026	>sp|Q6YHU6|THADA_HUMAN Thyroid adenoma-associated protein OS=Homo sapiens GN=THADA PE=1 SV=1	THADA	0	0	0	0	0	0	1	0
12889	>sp|Q99570|PI3R4_HUMAN Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3	PIK3R4	0	0	0	0	0	0	1	0
78370	>sp|O94808|GFPT2_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens GN=GFPT2 PE=1 SV=3	GFPT2	0	1	0	0	0	0	1	0
77168	>sp|Q6ZR08|DYH12_HUMAN Dynein heavy chain 12, axonemal OS=Homo sapiens GN=DNAH12 PE=2 SV=2	DNAH12	0	1	0	0	0	0	1	0
12763	>sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2	PELP1	0	0	0	0	0	0	1	0
11889	>sp|Q8N5F7|NKAP_HUMAN NF-kappa-B-activating protein OS=Homo sapiens GN=NKAP PE=1 SV=1	NKAP	0	0	0	0	0	0	1	0
74332	>sp|Q96EP5|DAZP1_HUMAN DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1	DAZAP1	0	1	0	0	0	0	1	0
5281	>sp|Q14999|CUL7_HUMAN Cullin-7 OS=Homo sapiens GN=CUL7 PE=1 SV=2	CUL7	0	0	0	0	0	0	1	1
17152	>sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=2	TUBB	1	0	78	72	72	89	78	78
58056	>tr|Q5JP53|Q5JP53_HUMAN Tubulin beta chain OS=Homo sapiens GN=TUBB PE=1 SV=1	TUBB	0	0	0	0	0	0	0	1
17925	>sp|P06753|TPM3_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2	TPM3	0	0	0	0	0	0	0	1
4117	>sp|P23527|H2B1O_HUMAN Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3	HIST1H2BO	0	0	0	0	0	0	0	6
1294	>sp|Q9UBB4|ATX10_HUMAN Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1	ATXN10	0	0	0	0	0	0	0	2
4863	>sp|Q9Y678|COPG1_HUMAN Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1	COPG1	0	0	0	0	0	0	0	1
1	>sp|P30450|1A26_HUMAN HLA class I histocompatibility antigen, A-26 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2	HLA-A	0	0	0	0	0	0	0	1
6349	>sp|O60645|EXOC3_HUMAN Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2	EXOC3	0	0	0	0	0	0	0	3
13915	>sp|P48651|PTSS1_HUMAN Phosphatidylserine synthase 1 OS=Homo sapiens GN=PTDSS1 PE=1 SV=1	PTDSS1	0	0	0	0	0	0	0	2
6934	>sp|Q9NY12|GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens GN=GAR1 PE=1 SV=1	GAR1	0	0	0	0	0	0	0	2
13468	>sp|Q99460|PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2	PSMD1	0	0	0	0	0	0	0	1
11282	>sp|O75352|MPU1_HUMAN Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens GN=MPDU1 PE=1 SV=2	MPDU1	0	0	0	0	0	0	0	2
1678	>sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	CANX	0	0	0	0	0	0	0	1
7671	>sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	EIF5B	0	0	0	0	0	0	0	1
3582	>sp|P62873|GBB1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3	GNB1	0	0	0	0	0	0	0	1
89095	>sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens GN=TTN PE=1 SV=4	TTN	0	1	0	0	0	0	0	2
12056	>sp|P19404|NDUV2_HUMAN NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens GN=NDUFV2 PE=1 SV=2	NDUFV2	0	0	0	0	0	0	0	1
13779	>sp|Q9NR77|PXMP2_HUMAN Peroxisomal membrane protein 2 OS=Homo sapiens GN=PXMP2 PE=1 SV=3	PXMP2	0	0	0	0	0	0	0	1
8288	>sp|Q8N201|INT1_HUMAN Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2	INTS1	0	0	0	0	0	0	0	1
14931	>sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2	RPL22L1	0	0	0	0	0	0	0	1
3013	>sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3	CUL4A	0	0	0	0	0	0	0	1
17004	>sp|Q969Z0|TBRG4_HUMAN Protein TBRG4 OS=Homo sapiens GN=TBRG4 PE=1 SV=1	TBRG4	0	0	0	0	0	0	0	1
648	>sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens GN=GLA PE=1 SV=1	GLA	0	0	0	0	0	0	0	1
